Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Juez de la ciudad de Oviedo;Instance of Public Office;;Q56;AMSPO-D41Oc7;Juez de la ciudad de Oviedo;;;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caquitero;Instance of Occupation;;Q39;AMSPO-D12Oc2;Caquitero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alcalde;Instance of Occupation;;Q39;AMSPO-D29Oc1;Alcalde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Criado del Chantre;Instance of Occupation;;Q39;AMSPO-D104Oc7;Criado del Chantre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Endriga;Instance of Place;;Q3;La_Endriga;La Endriga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ería de Traspiñera;Instance of Place;;Q3;Traspiñera_ería;Ería de Traspiñera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Cantero;Instance of Place;;Q3;El_Cantero;El Cantero;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Pozo;Instance of Place;;Q3;El_Pozo;El Pozo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ería de Eres;Instance of Place;;Q3;Eres_ería;Ería de Eres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pedrosa;Instance of Place;;Q3;La_Pedrosa;La Pedrosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borondes de Abajo;Instance of Place;;Q3;Borondes_Abajo;Borondes de Abajo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrotiellas;Instance of Place;;Q3;Arrotiellas;Arrotiellas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pumariega;Instance of Place;;Q3;La_Pumariega;La Pumariega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Labares;Instance of Place;;Q3;Labares;Labares;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Cuesta;Instance of Place;;Q3;La_Cuesta;La Cuesta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maçabues;Instance of Place;;Q3;Maçabues;Maçabues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cortina;Instance of Place;;Q3;Cortina;Cortina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Godos;Instance of Place;;Q3;Godos;Godos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Vallina;Instance of Place;;Q3;Las_Vallinas;La Vallina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perediello;Instance of Place;;Q3;Perediello;Perediello;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Quintanal;Instance of Place;;Q3;El_Quintanal;El Quintanal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anduerga;Instance of Place;;Q3;Anduerga;Anduerga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los Quintanales;Instance of Place;;Q3;Los_Quintanales;Los Quintanales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Martino de la Carrera;Instance of Place;;Q3;San_Martino;San Martino de la Carrera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pevida;Instance of Place;;Q3;Las_Pevidas;La Pevida;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llosa de Traspiñera;Instance of Place;;Q3;Traspiñera_llosa;Llosa de Traspiñera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sienra de Perediella, ería;Instance of Place;;Q3;Sienra_de_Perediella_ería;Sienra de Perediella, ería;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Báscones;Instance of Place;;Q3;Báscones;Báscones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asturias;Instance of Place;;Q3;Asturias;Asturias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vega de Rodrigo Abril;Instance of Place;;Q3;Vega_de_Rodrigo_Abril;Vega de Rodrigo Abril;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tambo, ería;Instance of Place;;Q3;Tambo_ería;Tambo, ería;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andorzio;Instance of Place;;Q3;Andorzio;Andorzio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pago de Lavazes;Instance of Place;;Q3;Pago_de_Lavazes;Pago de Lavazes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vallo;Instance of Place;;Q3;Vallo;Vallo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Faro;Instance of Place;;Q3;Faro;Faro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vega de Sama;Instance of Place;;Q3;Vega_sama;Vega de Sama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somines;Instance of Place;;Q3;Somines;Somines;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gargantella;Instance of Place;;Q3;Gargantella;Gargantella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Boruliega;Instance of Place;;Q3;La_Boruliega;La Boruliega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piñera;Instance of Place;;Q3;Piñera;Piñera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Felgueras;Instance of Place;;Q3;Felgueras;Felgueras;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Quintanal de Vega;Instance of Place;;Q3;El_Quintanal_de_Vega;El Quintanal de Vega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feligresía de San María de Vallo;Instance of Place;;Q3;Feligresía_de_San_María_de_Vallo;Feligresía de San María de Vallo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago de Arlós;Instance of Place;;Q3;Santiago_de_Arlós;Santiago de Arlós;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Foyaca;Instance of Place;;Q3;La_Foyaca;La Foyaca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ranezes;Instance of Place;;Q3;Ranezes;Ranezes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Varzaniella;Instance of Place;;Q3;Varzaniella;Varzaniella;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Carballo;Instance of Place;;Q3;El_Carballo;El Carballo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valsendi;Instance of Place;;Q3;Valsendi;Valsendi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posada;Instance of Place;;Q3;Posada;Posada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vallongo;Instance of Place;;Q3;Vallongo;Vallongo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borondes;Instance of Place;;Q3;Borondes;Borondes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Valle;Instance of Place;;Q3;El_Valle;El Valle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Muela;Instance of Place;;Q3;La_Muela;La Muela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tego de las Pegas;Instance of Place;;Q3;Tego_Pegas;Tego de las Pegas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pielagro;Instance of Place;;Q3;Pielagro;Pielagro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cennales (valle);Instance of Place;;Q3;Cennales_valle;Cennales (valle);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Ponte;Instance of Place;;Q3;La_Ponte;La Ponte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alfoz de Grado;Instance of Place;;Q3;Alfoz_de_Grado;Alfoz de Grado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Monteagudo;Instance of Place;;Q3;Monteagudo;Monteagudo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Vega;Instance of Place;;Q3;La_Vega;La Vega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Palledal;Instance of Place;;Q3;El_Palledal;El Palledal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sograndio;Instance of Place;;Q3;Sograndio;Sograndio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santa Clara;Instance of Place;;Q3;SantaClara;Santa Clara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
León;Instance of Place;;Q3;León;León;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los Tegos;Instance of Place;;Q3;Los_Tegos;Los Tegos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Entretaranos;Instance of Place;;Q3;Entretaranos;Entretaranos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fuejo;Instance of Place;;Q3;Fuejo;Fuejo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carames;Instance of Place;;Q3;Carames;Carames;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Los Barqueros;Instance of Place;;Q3;Los_Barqueros;Los Barqueros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Llanera;Instance of Place;;Q3;Llanera;Llanera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cavornioso;Instance of Place;;Q3;Cavornioso;Cavornioso;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santa Cruz;Instance of Place;;Q3;Santa_Cruz;Santa Cruz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Caborniosa;Instance of Place;;Q3;Las_Cavorniosas;La Caborniosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sama de Borondes;Instance of Place;;Q3;Sama;Sama de Borondes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La_Vega;Instance of Place;;Q3;Vega;La_Vega;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Rúa;Instance of Place;;Q3;LaRua;La Rúa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cueva de Eres;Instance of Place;;Q3;Cueva_de_Eres;Cueva de Eres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Baragaña;Instance of Place;;Q3;Baragaña;Baragaña;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Roça (carballedo);Instance of Place;;Q3;La_Roça_carballedo;La Roça (carballedo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Nozedo;Instance of Place;;Q3;El_Nozedo;El Nozedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quadriello;Instance of Place;;Q3;Quadriello;Quadriello;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Borondes de Arriba;Instance of Place;;Q3;Borondes_Arriba;Borondes de Arriba;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Laviada;Instance of Place;;Q3;La_Laviada;La Laviada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ferrones;Instance of Place;;Q3;Ferrones;Ferrones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sienra, ería;Instance of Place;;Q3;Sienra_ería;Sienra, ería;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sama;Instance of Place;;Q3;Sama_de_Grado;Sama;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Castañedo;Instance of Place;;Q3;Castañedo;Castañedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Oviedo;Instance of Place;;Q3;Oviedo;Oviedo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Avilés;Instance of Place;;Q3;Avilés;Avilés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Traviesa;Instance of Place;;Q3;La_Traviesa;La Traviesa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Pevida (Traspiñera);Instance of Place;;Q3;La_Pevida;La Pevida (Traspiñera);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Romano;Instance of Place;;Q3;San_Romano;San Romano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pumar Martíno;Instance of Place;;Q3;Pumar_Martínoz;Pumar Martíno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Castilla;Instance of Place;;Q3;Castilla;Castilla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grullés;Instance of Place;;Q3;Grullés;Grullés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Perdones;Instance of Place;;Q3;Perdones;Perdones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ondes;Instance of Place;;Q3;Ondes;Ondes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
El Cono;Instance of Place;;Q3;El_Cono;El Cono;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago de Aces;Instance of Place;;Q3;Santiago_Aces;Santiago de Aces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feligresía de Santiago de Arlós;Instance of Place;;Q3;Feligresía_de_Santiago_de_Arlós;Feligresía de Santiago de Arlós;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Feligresía de San Miguel de Báscones;Instance of Place;;Q3;Feligresía_de_San_Miguel_de_Báscones;Feligresía de San Miguel de Báscones;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vega de María Mansa;Instance of Place;;Q3;Vega_de_María_Mansa;Vega de María Mansa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Grado;Instance of Place;;Q3;Grado;Grado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vallello;Instance of Place;;Q3;Vallello;Vallello;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sienra;Instance of Place;;Q3;Sienra;Sienra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Pedro de Nora;Instance of Place;;Q3;San_Pedro_Nora;San Pedro de Nora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Berció;Instance of Place;;Q3;Berció;Berció;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Cuchada;Instance of Place;;Q3;La_Cuchada;La Cuchada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hijos de Alfonso Fernández y María Álvarez;Group;;Q17;D85G1|D86G1|D88G1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1350;Instance of Document;;Q30;AMSPO, FSV, nº 1350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1367;Instance of Document;;Q30;AMSPO, FSV, nº 1367;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1377;Instance of Document;;Q30;AMSPO, FSV, nº 1377;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1540;Instance of Document;;Q30;AMSPO, FSV, nº 1540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1551;Instance of Document;;Q30;AMSPO, FSV, nº 1551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1552;Instance of Document;;Q30;AMSPO, FSV, nº 1552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1553;Instance of Document;;Q30;AMSPO, FSV, nº 1553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1554;Instance of Document;;Q30;AMSPO, FSV, nº 1554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1555;Instance of Document;;Q30;AMSPO, FSV, nº 1555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1558;Instance of Document;;Q30;AMSPO, FSV, nº 1558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1559;Instance of Document;;Q30;AMSPO, FSV, nº 1559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1560;Instance of Document;;Q30;AMSPO, FSV, nº 1560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1561;Instance of Document;;Q30;AMSPO, FSV, nº 1561;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1563;Instance of Document;;Q30;AMSPO, FSV, nº 1563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1564;Instance of Document;;Q30;AMSPO, FSV, nº 1564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1565;Instance of Document;;Q30;AMSPO, FSV, nº 1565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1566;Instance of Document;;Q30;AMSPO, FSV, nº 1566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1567;Instance of Document;;Q30;AMSPO, FSV, nº 1567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1568;Instance of Document;;Q30;AMSPO, FSV, nº 1568;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1569;Instance of Document;;Q30;AMSPO, FSV, nº 1569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1570;Instance of Document;;Q30;AMSPO, FSV, nº 1570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1572;Instance of Document;;Q30;AMSPO, FSV, nº 1572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1574;Instance of Document;;Q30;AMSPO, FSV, nº 1574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1576;Instance of Document;;Q30;AMSPO, FSV, nº 1576;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1577;Instance of Document;;Q30;AMSPO, FSV, nº 1577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1578;Instance of Document;;Q30;AMSPO, FSV, nº 1578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1579;Instance of Document;;Q30;AMSPO, FSV, nº 1579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1580;Instance of Document;;Q30;AMSPO, FSV, nº 1580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1581;Instance of Document;;Q30;AMSPO, FSV, nº 1581;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1582;Instance of Document;;Q30;AMSPO, FSV, nº 1582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1583;Instance of Document;;Q30;AMSPO, FSV, nº 1583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1584;Instance of Document;;Q30;AMSPO, FSV, nº 1584;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1585;Instance of Document;;Q30;AMSPO, FSV, nº 1585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1586;Instance of Document;;Q30;AMSPO, FSV, nº 1586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1587;Instance of Document;;Q30;AMSPO, FSV, nº 1587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1588;Instance of Document;;Q30;AMSPO, FSV, nº 1588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1589;Instance of Document;;Q30;AMSPO, FSV, nº 1589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1590;Instance of Document;;Q30;AMSPO, FSV, nº 1590;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1591;Instance of Document;;Q30;AMSPO, FSV, nº 1591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1591_b;Instance of Document;;Q30;AMSPO, FSV, nº 1591_b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1592;Instance of Document;;Q30;AMSPO, FSV, nº 1592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1593;Instance of Document;;Q30;AMSPO, FSV, nº 1593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1594;Instance of Document;;Q30;AMSPO, FSV, nº 1594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1595;Instance of Document;;Q30;AMSPO, FSV, nº 1595;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1596;Instance of Document;;Q30;AMSPO, FSV, nº 1596;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1597;Instance of Document;;Q30;AMSPO, FSV, nº 1597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1598;Instance of Document;;Q30;AMSPO, FSV, nº 1598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1599;Instance of Document;;Q30;AMSPO, FSV, nº 1599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1600;Instance of Document;;Q30;AMSPO, FSV, nº 1600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1601;Instance of Document;;Q30;AMSPO, FSV, nº 1601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1602;Instance of Document;;Q30;AMSPO, FSV, nº 1602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1603;Instance of Document;;Q30;AMSPO, FSV, nº 1603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1605;Instance of Document;;Q30;AMSPO, FSV, nº 1605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1607;Instance of Document;;Q30;AMSPO, FSV, nº 1607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1608;Instance of Document;;Q30;AMSPO, FSV, nº 1608;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AMSPO1609;Instance of Document;;Q30;AMSPO, FSV, nº 1609;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
